workerid,proliferate.condition,condition,item,persona,question,response,scenario,slide_number_in_experiment,error
59,condition1,m,walk,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go for a walk. Rachel is debating whether it'd be better to grab some food before.,28,
59,condition1,screen_false,apartments,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,29,
59,condition1,m,hotelroom,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to book a hotel room for a night. They've considered different options.,30,
59,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,31,
59,condition1,m,trip,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend.,32,
59,condition1,screen_underinf,van,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,33,
59,condition1,nnm,weddingdistance,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding. They're figuring out the logistics.,34,
59,condition1,screen_true,airbnb,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,35,
59,condition1,nnm,walkinthepark,ra,Which phone is Arthur looking at in the picture?,j,Rachel would like to take a walk at the park before it gets dark. She asks Arthur for the time.,36,
59,condition1,screen_false,grandpa,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,37,
59,condition1,nm,friendsdinner,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,38,
59,condition1,screen_false,lake,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,39,
59,condition1,nm,beforedark,ra,Which phone is Arthur looking at in the picture?,j,"Rachel would like to get home before it's dark. Her phone is dead, so she asks Arthur for the time.",40,
59,condition1,screen_false,tickets,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,41,
59,condition1,nnm,cousinsThanksgiving,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go visit their cousins for Thanksgiving.,42,
59,condition1,screen_true,business,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,43,
59,condition1,mm,couch,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur would like to buy a new couch. She has a specific type in mind, so she asks Arthur to look up the price.",44,
59,condition1,screen_underinf,conference,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,45,
59,condition1,nm,friendshouse,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur want to drop by a friend's house. Her phone is dead, so she asks for the time.",46,
59,condition1,screen_true,recipes,ra,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,47,
59,condition1,nm,picnic,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",48,
59,condition1,screen_true,weekendhotel,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,49,
59,condition1,m,elena,ra,Which phone is Arthur looking at in the picture?,f,"Elena, a friend of Arthur and Rachel, is in the US for a conference. Arthur and Rachel want to visit her.",50,
59,condition1,screen_underinf,newapartment,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,51,
59,condition1,m,reuniondistance,ra,Which phone is Arthur looking at in the picture?,f,Rachel has been invited to a friend reunion. She's considering driving there.,52,
59,condition1,screen_underinf,bars,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,53,
59,condition1,mm,auntThanksgiving,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to spend Thanksgiving with Arthur's aunt.,54,
59,condition1,screen_true,cafes,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,55,
59,condition1,nnm,food,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel need to order food for an event. The manager just sent their quote.,56,
79,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,
79,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,
79,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,
79,condition1,screen_false,tickets,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,9,
79,condition1,m,walkinthepark,ra,Which phone is Arthur looking at in the picture?,f,Rachel would like to take a walk at the park before it gets dark. She asks Arthur for the time.,10,
79,condition1,screen_false,eating,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,11,
79,condition1,nm,reuniondistance,ra,Which phone is Arthur looking at in the picture?,j,Rachel has been invited to a friend reunion. She's considering driving there.,12,
79,condition1,screen_true,bikeride,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,13,
79,condition1,nnm,reunioncost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a friend reunion. They're considering driving there.,14,
79,condition1,screen_false,downstate,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,15,
79,condition1,nm,couch,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur would like to buy a new couch. She has a specific type in mind, so she asks Arthur to look up the price.",16,
79,condition1,screen_underinf,arearestaurants,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler have been recommended some restaurants in the area.,17,
79,condition1,nnm,movies,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go to the movies. Rachel's phone is dead and she doesn't want to lose track of time.,18,
79,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,19,
79,condition1,nnm,friendshouse,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur want to drop by a friend's house. Her phone is dead, so she asks for the time.",20,
79,condition1,screen_underinf,van,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,21,
79,condition1,mm,trip,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur are planning a trip to visit a friend.,22,
79,condition1,screen_true,recipes,ra,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,23,
79,condition1,mm,weddingdistance,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding. They're figuring out the logistics.,24,
79,condition1,screen_true,airbnb,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,25,
79,condition1,nnm,picnic,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",26,
79,condition1,screen_false,grandpa,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,27,
79,condition1,m,weddingcost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding.,28,
79,condition1,screen_false,lake,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,29,
79,condition1,m,elena,ra,Which phone is Arthur looking at in the picture?,j,"Elena, a friend of Arthur and Rachel, is in the US for a conference. Arthur and Rachel want to visit her.",30,
79,condition1,screen_false,apartments,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,31,
79,condition1,nnm,beforedark,ra,Which phone is Arthur looking at in the picture?,j,"Rachel would like to get home before it's dark. Her phone is dead, so she asks Arthur for the time.",32,
79,condition1,screen_true,weekendhotel,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,33,
79,condition1,nm,food,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel need to order food for an event. The manager just sent their quote.,34,
79,condition1,screen_underinf,bars,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,35,
79,condition1,nm,apples,ra,Which phone is Arthur looking at in the picture?,j,"Arthur and Rachel want to go apple picking, but they don't know much about what their area offers.",36,
79,condition1,screen_true,business,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,37,
79,condition1,m,auntThanksgiving,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to spend Thanksgiving with Arthur's aunt.,38,
79,condition1,screen_underinf,car,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,39,
79,condition1,mm,friendsdinner,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,40,
